timestamp,mode,gps_lat,gps_lon,gps_alt,ekf_lat,ekf_lon,ekf_alt,uncertainty,step_count,pressure_hpa
2026-05-01 16:12:50.845,TRUENORTH ACTIVE,52.198135,0.1202651,56.599998474121094,52.19813764531642,0.12026921001163635,-19.410682609640055,13.040818976292824,0,1015.586328125
2026-05-01 16:12:51.985,TRUENORTH ACTIVE,52.198135,0.1202651,56.599998474121094,52.19813764531642,0.12026921001163635,-19.4404476733365,13.058664636713925,0,1015.69546875
2026-05-01 16:12:53.105,TRUENORTH ACTIVE,52.198135,0.1202651,56.599998474121094,52.19813764531642,0.12026921001163635,-19.532341670124506,13.076585069904711,0,1015.7421875
2026-05-01 16:12:54.254,TRUENORTH ACTIVE,52.198135,0.1202651,56.599998474121094,52.19813764531642,0.12026921001163635,-19.622877889933243,13.094597085634566,0,1015.63546875
2026-05-01 16:12:55.386,TRUENORTH ACTIVE,52.198135,0.1202651,56.599998474121094,52.19813764531642,0.12026921001163635,-19.564546562739988,13.112764950673325,0,1015.6265625
2026-05-01 16:12:56.535,TRUENORTH ACTIVE,52.198135,0.1202651,56.599998474121094,52.19813764531642,0.12026921001163635,-19.584265499837944,13.130984868242795,0,1015.619609375
2026-05-01 16:12:57.686,TRUENORTH ACTIVE,52.198135,0.1202651,56.599998474121094,52.19813764531642,0.12026921001163635,-19.57566451327981,13.149245445910234,0,1015.584609375
2026-05-01 16:12:58.824,TRUENORTH ACTIVE,52.198135,0.1202651,56.599998474121094,52.19813764531642,0.12026921001163635,-19.574265424939227,13.167516930355296,0,1015.603359375
2026-05-01 16:12:59.971,TRUENORTH ACTIVE,52.198135,0.1202651,56.599998474121094,52.19813764531642,0.12026921001163635,-19.7058621343558,13.185682254097255,0,1015.915625
2026-05-01 16:13:01.121,TRUENORTH ACTIVE,52.198135,0.1202651,56.599998474121094,52.19813764531642,0.12026921001163635,-19.770881633631017,13.20401382039598,0,1015.72953125
2026-05-01 16:13:02.265,TRUENORTH ACTIVE,52.198135,0.1202651,56.599998474121094,52.19813764531642,0.12026921001163635,-19.837254447715225,13.2207361169966,0,1015.68015625
2026-05-01 16:13:03.406,TRUENORTH ACTIVE,52.198135,0.1202651,56.599998474121094,52.19813764531642,0.12026921001163635,-19.919550303289995,13.234279114978365,0,1015.633515625
2026-05-01 16:13:04.548,TRUENORTH ACTIVE,52.198135,0.1202651,56.599998474121094,52.19813764531642,0.12026921001163635,-19.94928243023681,13.245223152753228,0,1015.600078125
2026-05-01 16:13:05.700,TRUENORTH ACTIVE,52.198135,0.1202651,56.599998474121094,52.19813764531642,0.12026921001163635,-20.011751010507794,13.25145460664531,0,1015.597265625
2026-05-01 16:13:06.831,TRUENORTH ACTIVE,52.198135,0.1202651,56.599998474121094,52.19813764531642,0.12026921001163635,-19.79669148362124,13.25055185101314,0,1015.41578125
2026-05-01 16:13:07.972,TRUENORTH ACTIVE,52.198135,0.1202651,56.599998474121094,52.19813764531642,0.12026921001163635,-19.92397040122368,13.251702979131258,0,1016.073359375
2026-05-01 16:13:09.102,TRUENORTH ACTIVE,52.198135,0.1202651,56.599998474121094,52.19813764531642,0.12026921001163635,-19.81035342529894,13.25251718539095,0,1015.580859375
2026-05-01 16:13:10.247,TRUENORTH ACTIVE,52.198135,0.1202651,56.599998474121094,52.19813764531642,0.12026921001163635,-19.908985008319284,13.248684712124883,0,1016.00890625
2026-05-01 16:13:11.414,TRUENORTH ACTIVE,52.198135,0.1202651,56.599998474121094,52.19813764531642,0.12026921001163635,-20.03881365758855,13.243078918647342,0,1015.5075
2026-05-01 16:13:12.564,TRUENORTH ACTIVE,52.198135,0.1202651,56.599998474121094,52.19813764531642,0.12026921001163635,-19.994387177357762,13.23742320656869,0,1015.1315625
2026-05-01 16:13:13.738,TRUENORTH ACTIVE,52.198135,0.1202651,56.599998474121094,52.19813764531642,0.12026921001163635,-19.96970480256543,13.233519722124397,0,1015.350859375
2026-05-01 16:13:14.896,TRUENORTH ACTIVE,52.198135,0.1202651,56.599998474121094,52.19813764531642,0.12026921001163635,-19.917750835799065,13.231595756640258,0,1015.928203125
2026-05-01 16:13:16.063,TRUENORTH ACTIVE,52.198135,0.1202651,56.599998474121094,52.19813764531642,0.12026921001163635,-19.848797999940835,13.231826547863577,0,1015.615
